StockCode,TimePeriod,AvgQuantity,AvgUnitPrice,AvgRevenue,TotalQuantity,TotalRevenue,Description
11001,7,22.333333333333332,1.498888888888889,27.996666666666663,201,251.96999999999997,ASSTD DESIGN RACING CAR PEN
11001,8,8.74074074074074,1.021111111111111,9.07037037037037,236,244.89999999999998,ASSTD DESIGN RACING CAR PEN
11001,9,83.16666666666667,1.8166666666666667,108.33833333333332,499,650.03,ASSTD DESIGN RACING CAR PEN
11001,10,9.6,2.0100000000000002,16.704,96,167.04,ASSTD DESIGN RACING CAR PEN
11001,11,8.285714285714286,2.3757142857142854,15.831428571428571,116,221.64,ASSTD DESIGN RACING CAR PEN
11001,12,9.142857142857142,2.3757142857142854,16.937142857142856,128,237.12,ASSTD DESIGN RACING CAR PEN
15030,4,5.0,0.29,1.45,5,1.45,FAN BLACK FRAME 
15030,7,10.0,0.29,2.9,10,2.9,FAN BLACK FRAME 
15030,8,17.8,0.29,5.162,89,25.81,FAN BLACK FRAME 
15030,9,2.0,0.29,0.58,2,0.58,FAN BLACK FRAME 
15030,10,3.0,0.29,0.8699999999999999,3,0.8699999999999999,FAN BLACK FRAME 
15030,11,10.0,0.29,2.9,10,2.9,FAN BLACK FRAME 
15030,12,11.0,0.29,3.1899999999999995,22,6.379999999999999,FAN BLACK FRAME 
15034,1,5.0,0.5344444444444444,1.2522222222222221,45,11.27,PAPER POCKET TRAVELING FAN 
15034,2,29.5,0.7216666666666667,5.175000000000001,177,31.050000000000004,PAPER POCKET TRAVELING FAN 
15034,3,20.0,0.485,4.18,80,16.72,PAPER POCKET TRAVELING FAN 
15034,4,20.5,0.255,3.2150000000000003,123,19.290000000000003,PAPER POCKET TRAVELING FAN 
15034,5,49.18181818181818,0.19636363636363638,5.420909090909092,541,59.63000000000001,PAPER POCKET TRAVELING FAN 
15034,6,45.94444444444444,0.29333333333333333,6.85388888888889,827,123.37000000000002,PAPER POCKET TRAVELING FAN 
15034,7,147.36363636363637,0.18999999999999997,11.530000000000001,1621,126.83000000000001,PAPER POCKET TRAVELING FAN 
15034,8,23.555555555555557,0.37,3.834444444444445,212,34.510000000000005,PAPER POCKET TRAVELING FAN 
15034,9,14.642857142857142,0.5835714285714285,6.8307142857142855,205,95.63,PAPER POCKET TRAVELING FAN 
15034,10,26.266666666666666,0.232,3.999333333333334,394,59.99000000000001,PAPER POCKET TRAVELING FAN 
15034,11,179.1,0.33999999999999997,16.881000000000004,1791,168.81000000000003,PAPER POCKET TRAVELING FAN 
15034,12,24.91304347826087,0.41,3.9678260869565225,573,91.26000000000002,PAPER POCKET TRAVELING FAN 
15036,1,7.0,1.0495652173913044,5.918260869565217,161,136.12,ASSORTED COLOURS SILK FAN
15036,2,36.18518518518518,1.0274074074074075,23.485925925925926,977,634.12,ASSORTED COLOURS SILK FAN
15036,3,75.33333333333333,0.982,52.87866666666666,2260,1586.36,ASSORTED COLOURS SILK FAN
15036,4,79.58974358974359,1.082051282051282,57.73128205128205,3104,2251.52,ASSORTED COLOURS SILK FAN
15036,5,47.951219512195124,1.013170731707317,37.250243902439024,1966,1527.26,ASSORTED COLOURS SILK FAN
15036,6,63.2972972972973,0.9528378378378377,50.12054054054054,4684,3708.92,ASSORTED COLOURS SILK FAN
15036,7,47.8,1.0398571428571428,38.66542857142857,3346,2706.58,ASSORTED COLOURS SILK FAN
15036,8,65.77358490566037,1.0652830188679243,50.77320754716981,3486,2690.98,ASSORTED COLOURS SILK FAN
15036,9,31.711111111111112,1.200888888888889,28.38244444444444,1427,1277.2099999999998,ASSORTED COLOURS SILK FAN
15036,10,16.79310344827586,1.1572413793103447,14.942413793103448,487,433.33,ASSORTED COLOURS SILK FAN
15036,11,34.861111111111114,1.093611111111111,28.056944444444444,1255,1010.05,ASSORTED COLOURS SILK FAN
15036,12,14.380952380952381,1.1347619047619046,12.698095238095236,604,533.3199999999999,ASSORTED COLOURS SILK FAN
15039,1,4.0,1.174,3.886,20,19.43,SANDALWOOD FAN
15039,2,9.0,1.25,12.485,54,74.91,SANDALWOOD FAN
15039,3,1.8333333333333333,1.63,2.9883333333333333,11,17.93,SANDALWOOD FAN
15039,4,3.2,1.4739999999999998,4.592,32,45.919999999999995,SANDALWOOD FAN
15039,5,5.5,1.084,4.909000000000001,55,49.09,SANDALWOOD FAN
15039,6,43.214285714285715,0.9942857142857143,30.04214285714286,605,420.59000000000003,SANDALWOOD FAN
15039,7,21.363636363636363,1.2254545454545454,16.827272727272728,470,370.2,SANDALWOOD FAN
15039,8,20.083333333333332,1.24,19.47583333333333,241,233.70999999999998,SANDALWOOD FAN
15039,9,8.941176470588236,1.2629411764705882,11.591764705882351,152,197.05999999999997,SANDALWOOD FAN
15039,10,7.625,1.045,6.96875,61,55.75,SANDALWOOD FAN
15039,11,14.88888888888889,1.3344444444444443,12.784444444444444,134,115.06,SANDALWOOD FAN
15039,12,9.952380952380953,1.2585714285714285,14.513809523809522,209,304.78999999999996,SANDALWOOD FAN
16008,1,7.0,0.25,1.75,14,3.5,SMALL FOLDING SCISSOR(POINTED EDGE)
16008,3,20.0,0.25,5.0,20,5.0,SMALL FOLDING SCISSOR(POINTED EDGE)
16008,4,72.0,0.25,18.0,72,18.0,SMALL FOLDING SCISSOR(POINTED EDGE)
16008,5,132.0,0.165,12.6,264,25.2,SMALL FOLDING SCISSOR(POINTED EDGE)
16008,7,12.25,0.25,3.0625,49,12.25,SMALL FOLDING SCISSOR(POINTED EDGE)
16008,8,14.222222222222221,0.12000000000000001,1.7066666666666666,128,15.36,SMALL FOLDING SCISSOR(POINTED EDGE)
16008,9,57.25,0.12,6.87,458,54.96,SMALL FOLDING SCISSOR(POINTED EDGE)
16008,10,24.363636363636363,0.11999999999999998,2.9236363636363634,268,32.16,SMALL FOLDING SCISSOR(POINTED EDGE)
16008,11,28.5,0.12,3.42,342,41.04,SMALL FOLDING SCISSOR(POINTED EDGE)
16008,12,58.8125,0.12,7.0575,941,112.92,SMALL FOLDING SCISSOR(POINTED EDGE)
16010,1,12.0,0.12,1.44,12,1.44,FOLDING CAMPING SCISSOR W/KNIF & S
16010,3,12.0,0.12,1.44,12,1.44,FOLDING CAMPING SCISSOR W/KNIF & S
16010,4,6.0,0.12,0.72,6,0.72,FOLDING CAMPING SCISSOR W/KNIF & S
16011,1,23.5,0.21,4.9350000000000005,94,19.740000000000002,ANIMAL STICKERS
16011,2,47.75,0.21,10.0275,191,40.11,ANIMAL STICKERS
16011,3,32.0,0.21,6.72,96,20.16,ANIMAL STICKERS
16011,4,49.0,0.21,10.29,147,30.869999999999997,ANIMAL STICKERS
16011,5,65.0,0.21,13.65,195,40.95,ANIMAL STICKERS
16011,6,32.0,0.21,6.720000000000001,64,13.440000000000001,ANIMAL STICKERS
16011,7,27.0,0.21,5.67,54,11.34,ANIMAL STICKERS
16011,8,47.25,0.21,9.9225,189,39.69,ANIMAL STICKERS
16011,9,38.4,0.21000000000000002,8.064,192,40.32,ANIMAL STICKERS
16011,10,24.0,0.21,5.04,48,10.08,ANIMAL STICKERS
16011,11,29.75,0.21,6.2475000000000005,119,24.990000000000002,ANIMAL STICKERS
16011,12,35.9,0.21000000000000002,7.539,359,75.39,ANIMAL STICKERS
16012,1,30.0,0.21,6.3,120,25.2,FOOD/DRINK SPONGE STICKERS
16012,2,32.0,0.21,6.72,96,20.16,FOOD/DRINK SPONGE STICKERS
16012,3,24.0,0.21,5.04,48,10.08,FOOD/DRINK SPONGE STICKERS
16012,4,54.857142857142854,0.21,11.52,384,80.64,FOOD/DRINK SPONGE STICKERS
16012,5,14.0,0.21,2.94,28,5.88,FOOD/DRINK SPONGE STICKERS
16012,6,44.333333333333336,0.21,9.31,133,27.93,FOOD/DRINK SPONGE STICKERS
16012,7,24.0,0.21,5.04,24,5.04,FOOD/DRINK SPONGE STICKERS
16012,8,38.8,0.21000000000000002,8.148,194,40.74,FOOD/DRINK SPONGE STICKERS
16012,10,24.0,0.21,5.04,24,5.04,FOOD/DRINK SPONGE STICKERS
16012,12,24.0,0.21,5.04,168,35.28,FOOD/DRINK SPONGE STICKERS
16014,1,171.5,0.4033333333333333,55.36333333333334,1029,332.18,SMALL CHINESE STYLE SCISSOR
16014,2,10.0,0.42,4.2,10,4.2,SMALL CHINESE STYLE SCISSOR
16014,3,750.5,0.37,240.21,1501,480.42,SMALL CHINESE STYLE SCISSOR
16014,4,530.0,0.37,172.6,1060,345.2,SMALL CHINESE STYLE SCISSOR
16014,5,7.666666666666667,0.42,3.22,23,9.66,SMALL CHINESE STYLE SCISSOR
16014,6,346.375,0.395,112.97749999999999,2771,903.8199999999999,SMALL CHINESE STYLE SCISSOR
16014,7,16.0,0.37,5.720000000000001,32,11.440000000000001,SMALL CHINESE STYLE SCISSOR
16014,8,20.0,0.42,8.4,60,25.200000000000003,SMALL CHINESE STYLE SCISSOR
16014,9,295.0,0.4057142857142857,95.32857142857142,2065,667.3,SMALL CHINESE STYLE SCISSOR
16014,10,212.2,0.4,69.124,1061,345.62,SMALL CHINESE STYLE SCISSOR
16014,11,13.333333333333334,0.42,5.6000000000000005,40,16.8,SMALL CHINESE STYLE SCISSOR
16014,12,360.6,0.4,116.452,3606,1164.52,SMALL CHINESE STYLE SCISSOR
16015,1,10.5,0.5,5.25,21,10.5,MEDIUM CHINESE STYLE SCISSOR
16015,2,20.0,0.5,10.0,20,10.0,MEDIUM CHINESE STYLE SCISSOR
16015,3,50.5,0.5,25.25,101,50.5,MEDIUM CHINESE STYLE SCISSOR
16015,4,35.0,0.5,17.5,70,35.0,MEDIUM CHINESE STYLE SCISSOR
16015,5,75.75,0.46499999999999997,28.32,303,113.28,MEDIUM CHINESE STYLE SCISSOR
16015,6,14.333333333333334,0.5,7.166666666666667,43,21.5,MEDIUM CHINESE STYLE SCISSOR
16015,7,15.0,0.43,6.1,30,12.2,MEDIUM CHINESE STYLE SCISSOR
16015,9,8.0,0.5,4.0,24,12.0,MEDIUM CHINESE STYLE SCISSOR
16015,11,10.0,0.5,5.0,20,10.0,MEDIUM CHINESE STYLE SCISSOR
16015,12,10.0,0.5,5.0,30,15.0,MEDIUM CHINESE STYLE SCISSOR
16016,1,5.6,0.85,4.76,28,23.8,LARGE CHINESE STYLE SCISSOR
16016,2,13.333333333333334,0.85,11.333333333333334,40,34.0,LARGE CHINESE STYLE SCISSOR
16016,3,64.6,0.8240000000000001,49.71,323,248.55,LARGE CHINESE STYLE SCISSOR
16016,4,35.0,0.85,29.75,70,59.5,LARGE CHINESE STYLE SCISSOR
16016,5,26.6,0.85,22.61,133,113.05,LARGE CHINESE STYLE SCISSOR
16016,6,20.333333333333332,0.85,17.283333333333335,122,103.7,LARGE CHINESE STYLE SCISSOR
16016,7,22.0,0.8240000000000001,18.18,110,90.9,LARGE CHINESE STYLE SCISSOR
16016,8,12.0,0.85,10.200000000000001,72,61.2,LARGE CHINESE STYLE SCISSOR
16016,9,9.285714285714286,0.85,7.892857142857143,65,55.25,LARGE CHINESE STYLE SCISSOR
16016,10,12.5,0.85,10.625,50,42.5,LARGE CHINESE STYLE SCISSOR
16016,11,10.0,0.85,8.5,40,34.0,LARGE CHINESE STYLE SCISSOR
16016,12,17.5,0.85,14.875,140,119.0,LARGE CHINESE STYLE SCISSOR
16033,1,120.0,0.12,14.399999999999999,240,28.799999999999997,MINI HIGHLIGHTER PENS
16033,2,120.0,0.12,14.399999999999999,120,14.399999999999999,MINI HIGHLIGHTER PENS
16033,3,480.0,0.12,57.599999999999994,480,57.599999999999994,MINI HIGHLIGHTER PENS
16043,7,49.0,0.12,5.879999999999999,98,11.759999999999998,POP ART PUSH DOWN RUBBER 
16045,1,100.0,0.12,12.0,100,12.0,POPART WOODEN PENCILS ASST
16045,4,100.0,0.12,12.0,200,24.0,POPART WOODEN PENCILS ASST
16045,7,150.0,0.04,6.0,1200,48.0,POPART WOODEN PENCILS ASST
16045,8,175.0,0.04,7.0,2100,84.0,POPART WOODEN PENCILS ASST
16045,9,111.11111111111111,0.04,4.444444444444445,1000,40.0,POPART WOODEN PENCILS ASST
16045,10,140.0,0.04,5.6,1400,56.0,POPART WOODEN PENCILS ASST
16045,11,106.25,0.04,4.25,1700,68.0,POPART WOODEN PENCILS ASST
16045,12,111.11111111111111,0.04,4.444444444444445,1000,40.0,POPART WOODEN PENCILS ASST
16046,1,5.0,0.85,4.25,10,8.5,TEATIME PEN CASE & PENS
16046,3,4.0,0.85,3.4,4,3.4,TEATIME PEN CASE & PENS
16046,4,3.0,0.85,2.5500000000000003,9,7.65,TEATIME PEN CASE & PENS
16046,5,2.0,0.85,1.7,2,1.7,TEATIME PEN CASE & PENS
16046,6,2.5,0.85,2.125,5,4.25,TEATIME PEN CASE & PENS
16046,7,1.0,0.85,0.85,1,0.85,TEATIME PEN CASE & PENS
16046,8,1.0,0.85,0.85,1,0.85,TEATIME PEN CASE & PENS
16046,9,15.5,0.85,13.175,31,26.35,TEATIME PEN CASE & PENS
16046,11,1.5,0.85,1.275,3,2.55,TEATIME PEN CASE & PENS
16046,12,1.0,0.85,0.85,2,1.7,TEATIME PEN CASE & PENS
16048,1,9.0,0.7066666666666667,4.21,27,12.629999999999999,TEATIME ROUND PENCIL SHARPENER 
16048,2,1.0,0.85,0.85,1,0.85,TEATIME ROUND PENCIL SHARPENER 
16048,3,1.0,0.83,0.83,2,1.66,TEATIME ROUND PENCIL SHARPENER 
16048,4,96.0,0.12,11.52,192,23.04,TEATIME ROUND PENCIL SHARPENER 
16048,5,25.0,0.6525,3.71,100,14.84,TEATIME ROUND PENCIL SHARPENER 
16048,6,24.0,0.42,10.08,24,10.08,TEATIME ROUND PENCIL SHARPENER 
16048,7,72.0,0.12,8.64,288,34.56,TEATIME ROUND PENCIL SHARPENER 
16048,8,16.555555555555557,0.2777777777777778,2.223333333333333,149,20.009999999999998,TEATIME ROUND PENCIL SHARPENER 
16048,9,19.4,0.262,2.4699999999999998,194,24.7,TEATIME ROUND PENCIL SHARPENER 
16048,10,24.166666666666668,0.2383333333333333,3.018333333333333,145,18.11,TEATIME ROUND PENCIL SHARPENER 
16048,11,14.066666666666666,0.1673333333333333,1.7353333333333334,211,26.03,TEATIME ROUND PENCIL SHARPENER 
16048,12,12.6,0.333,1.725,126,17.25,TEATIME ROUND PENCIL SHARPENER 
16049,5,36.0,0.42,15.12,36,15.12,TEATIME GEL PENS ASST
16049,6,117.0,0.195,16.740000000000002,468,66.96000000000001,TEATIME GEL PENS ASST
16052,1,2.0,0.84,1.68,2,1.68,TEATIME PUSH DOWN RUBBER
16052,2,13.5,0.63,6.3,27,12.6,TEATIME PUSH DOWN RUBBER
16052,3,2.0,0.83,1.66,2,1.66,TEATIME PUSH DOWN RUBBER
16052,5,1.0,0.83,0.83,1,0.83,TEATIME PUSH DOWN RUBBER
16052,6,10.4,0.666,4.696,52,23.48,TEATIME PUSH DOWN RUBBER
16052,7,131.66666666666666,0.19000000000000003,25.016666666666666,395,75.05,TEATIME PUSH DOWN RUBBER
16054,1,2.0,0.42,0.84,2,0.84,POPART RECT PENCIL SHARPENER ASST
16054,7,36.0,0.12,4.32,108,12.96,POPART RECT PENCIL SHARPENER ASST
16054,8,42.0,0.12,5.04,252,30.240000000000002,POPART RECT PENCIL SHARPENER ASST
16054,9,24.666666666666668,0.12,2.9600000000000004,74,8.88,POPART RECT PENCIL SHARPENER ASST
16054,10,36.666666666666664,0.12,4.4,110,13.200000000000001,POPART RECT PENCIL SHARPENER ASST
16054,11,36.285714285714285,0.12,4.354285714285715,254,30.480000000000004,POPART RECT PENCIL SHARPENER ASST
16054,12,36.666666666666664,0.12000000000000001,4.4,330,39.6,POPART RECT PENCIL SHARPENER ASST
16216,1,10.0,0.16,1.6,20,3.2,LETTER SHAPE PENCIL SHARPENER
16216,3,3.6666666666666665,0.5233333333333333,0.9500000000000001,11,2.85,LETTER SHAPE PENCIL SHARPENER
16216,4,17.5,0.16,2.8,35,5.6,LETTER SHAPE PENCIL SHARPENER
16216,5,53.6,0.37,7.95,268,39.75,LETTER SHAPE PENCIL SHARPENER
16216,6,5.0,0.16,0.8,5,0.8,LETTER SHAPE PENCIL SHARPENER
16216,7,287.6666666666667,0.06,17.26,1726,103.56,LETTER SHAPE PENCIL SHARPENER
16216,8,80.6,0.13199999999999998,5.052,403,25.259999999999998,LETTER SHAPE PENCIL SHARPENER
16216,10,55.333333333333336,0.06,3.3200000000000003,166,9.96,LETTER SHAPE PENCIL SHARPENER
16216,11,39.0,0.06,2.34,195,11.7,LETTER SHAPE PENCIL SHARPENER
16216,12,39.4,0.096,2.472,394,24.72,LETTER SHAPE PENCIL SHARPENER
16218,1,2.0,1.6375,1.7974999999999999,8,7.1899999999999995,CARTOON  PENCIL SHARPENERS
16218,3,80.0,0.16,12.8,80,12.8,CARTOON  PENCIL SHARPENERS
16218,4,40.5,1.12,7.44,81,14.88,CARTOON  PENCIL SHARPENERS
16218,5,82.5,0.14,10.0,165,20.0,CARTOON  PENCIL SHARPENERS
16218,6,5.0,0.16,0.8,10,1.6,CARTOON  PENCIL SHARPENERS
16218,7,110.54545454545455,0.24363636363636365,6.816363636363636,1216,74.98,CARTOON  PENCIL SHARPENERS
16218,8,37.0,0.27599999999999997,4.0200000000000005,185,20.1,CARTOON  PENCIL SHARPENERS
16218,9,80.0,0.06,4.8,320,19.2,CARTOON  PENCIL SHARPENERS
16218,10,120.0,0.06,7.2,720,43.2,CARTOON  PENCIL SHARPENERS
16218,11,45.75,0.105,2.9699999999999998,366,23.759999999999998,CARTOON  PENCIL SHARPENERS
16218,12,40.357142857142854,0.08571428571428572,2.55,565,35.699999999999996,CARTOON  PENCIL SHARPENERS
16219,1,6.5,0.955,2.11,13,4.22,HOUSE SHAPE PENCIL SHARPENER
16219,2,7.0,0.94,2.9299999999999997,14,5.859999999999999,HOUSE SHAPE PENCIL SHARPENER
16219,3,10.2,0.7939999999999999,3.018,51,15.09,HOUSE SHAPE PENCIL SHARPENER
16219,4,6.5,0.94,2.0949999999999998,13,4.1899999999999995,HOUSE SHAPE PENCIL SHARPENER
16219,5,60.0,0.185,9.9,120,19.8,HOUSE SHAPE PENCIL SHARPENER
16219,7,29.5,0.368,2.309,295,23.09,HOUSE SHAPE PENCIL SHARPENER
16219,8,27.41176470588235,0.38588235294117645,3.018823529411765,466,51.32,HOUSE SHAPE PENCIL SHARPENER
16219,9,97.5,0.65625,20.505,780,164.04,HOUSE SHAPE PENCIL SHARPENER
16219,10,36.92857142857143,0.39,2.9307142857142856,517,41.03,HOUSE SHAPE PENCIL SHARPENER
16219,11,44.72727272727273,0.4799999999999999,3.5236363636363635,492,38.76,HOUSE SHAPE PENCIL SHARPENER
16219,12,12.045454545454545,0.5499999999999999,1.5277272727272726,265,33.61,HOUSE SHAPE PENCIL SHARPENER
16225,1,22.666666666666668,2.0641666666666665,13.073333333333332,272,156.88,RATTLE SNAKE EGGS
16225,2,9.857142857142858,0.7792857142857142,5.7542857142857144,138,80.56,RATTLE SNAKE EGGS
16225,3,24.0,1.25,30.0,24,30.0,RATTLE SNAKE EGGS
16225,5,1.0,1.25,1.25,1,1.25,RATTLE SNAKE EGGS
16225,6,1.0,1.25,1.25,2,2.5,RATTLE SNAKE EGGS
16225,7,3.6,2.066,5.316,18,26.58,RATTLE SNAKE EGGS
16225,8,2.75,1.25,3.4375,11,13.75,RATTLE SNAKE EGGS
16225,9,1.3333333333333333,1.93,2.3466666666666667,4,7.04,RATTLE SNAKE EGGS
16225,10,3.0,1.25,3.75,12,15.0,RATTLE SNAKE EGGS
16225,11,7.666666666666667,1.5093333333333334,9.383333333333333,115,140.75,RATTLE SNAKE EGGS
16225,12,4.185185185185185,1.4766666666666666,5.533703703703703,113,149.41,RATTLE SNAKE EGGS
16235,1,9.625,0.375,2.475,154,39.6,RECYCLED PENCIL WITH RABBIT ERASER
16235,2,19.90909090909091,0.32636363636363636,4.701818181818182,219,51.72,RECYCLED PENCIL WITH RABBIT ERASER
16235,3,57.0,0.3283333333333333,10.450000000000001,684,125.4,RECYCLED PENCIL WITH RABBIT ERASER
16235,4,16.833333333333332,0.2683333333333333,3.815,303,68.67,RECYCLED PENCIL WITH RABBIT ERASER
16235,5,7.384615384615385,0.37153846153846154,2.778461538461538,96,36.12,RECYCLED PENCIL WITH RABBIT ERASER
16235,6,29.375,0.28875,7.00875,235,56.07,RECYCLED PENCIL WITH RABBIT ERASER
16235,7,6.818181818181818,0.2863636363636364,1.8518181818181818,75,20.37,RECYCLED PENCIL WITH RABBIT ERASER
16235,8,57.4,0.26799999999999996,12.273,574,122.73,RECYCLED PENCIL WITH RABBIT ERASER
16235,9,23.625,0.28875,5.46,189,43.68,RECYCLED PENCIL WITH RABBIT ERASER
16235,10,10.333333333333334,0.35,2.6133333333333333,93,23.52,RECYCLED PENCIL WITH RABBIT ERASER
16235,11,16.5,0.245,3.5175,198,42.21,RECYCLED PENCIL WITH RABBIT ERASER
16235,12,7.125,0.3215625,1.7521875,228,56.07,RECYCLED PENCIL WITH RABBIT ERASER
16236,1,4.833333333333333,0.375,1.3266666666666667,58,15.92,KITTY PENCIL ERASERS
16236,2,13.555555555555555,0.3277777777777777,3.0122222222222224,122,27.11,KITTY PENCIL ERASERS
16236,3,4.75,0.3675,1.785,19,7.14,KITTY PENCIL ERASERS
16236,4,12.625,0.2625,2.70375,101,21.63,KITTY PENCIL ERASERS
16236,5,19.6,0.252,4.1579999999999995,98,20.79,KITTY PENCIL ERASERS
16236,6,19.7,0.252,4.179,197,41.79,KITTY PENCIL ERASERS
16236,7,3.5,0.42,1.47,7,2.94,KITTY PENCIL ERASERS
16236,8,19.25,0.2758333333333333,3.733333333333333,231,44.8,KITTY PENCIL ERASERS
16236,9,9.0,0.36,2.1,63,14.7,KITTY PENCIL ERASERS
16236,10,11.875,0.28875,2.65125,95,21.21,KITTY PENCIL ERASERS
16236,11,7.833333333333333,0.2916666666666667,1.7616666666666667,141,31.71,KITTY PENCIL ERASERS
16236,12,8.387096774193548,0.3116129032258065,1.9306451612903226,260,59.85,KITTY PENCIL ERASERS
